exercise_id,Exercise_Name,Sex,Age,BodyweightKg,eq_clean,level_idx,goal_clean,Base_Lift,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,predicted_weight,target_reps
2178,Rope Crunches,M,55.0,65.41,Bodyweight,0,Muscle & Sculpting,Cardio_Core,137.5,90.0,180.0,0.0,15
1647,Meadows Row,M,63.0,67.13,Barbell,0,Powerlifting,Best3DeadliftKg,135.0,70.0,167.5,117.8,3
465,Cable Cross Tricep Pushdown,M,23.5,65.95,Machine,0,Muscle & Sculpting,Best3BenchKg,140.0,140.0,217.5,19.9,15
1170,High Step Up,M,23.5,65.95,Bodyweight,2,Athletics,Best3SquatKg,140.0,140.0,217.5,14.8,12
869,EZ Bar Skull Crusher,F,45.5,72.57,Barbell,0,Powerbuilding,Best3BenchKg,102.5,70.0,147.5,6.3,10
496,Cable Shrugs,F,45.5,72.57,Machine,2,Bodybuilding,Best3DeadliftKg,102.5,70.0,147.5,24.5,12
104,AB Rollout,M,20.0,74.84,Bodyweight,0,Bodybuilding,Cardio_Core,192.0,150.0,222.5,0.0,10
580,Chest Supported Incline Shrug,M,20.0,73.48,Dumbbell,2,Powerlifting,Best3DeadliftKg,160.0,115.0,212.5,38.0,3
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),M,23.5,81.83,Machine,1,Bodybuilding,Best3DeadliftKg,180.0,112.5,200.0,40.2,10
481,Cable Overhead Curl,M,29.5,86.0,Machine,2,Powerbuilding,Best3DeadliftKg,147.5,120.0,212.5,48.1,8
2146,Ring Push Up,M,59.0,89.36,Bodyweight,2,Bodybuilding,Best3BenchKg,160.0,90.0,175.0,-64.6,10
2637,Standing Behind Neck Shoulder Press (Barbell),M,59.0,89.36,Barbell,2,Bodybuilding,Best3BenchKg,160.0,90.0,175.0,48.5,10
1383,Knee Raise Crunch Torso Down,M,22.5,97.61,Bodyweight,0,Bodybuilding,Cardio_Core,192.5,157.5,267.5,0.0,10
1982,Pushup,M,50.0,93.71,Bodyweight,0,Bodybuilding,Best3BenchKg,250.0,167.5,250.0,0.0,10
1882,Plate Raise,M,40.0,97.52,Barbell,0,Bodybuilding,Best3DeadliftKg,135.0,137.5,145.0,21.6,10
132,Abs Crunch (Machine),M,40.0,97.52,Machine,2,Bodybuilding,Cardio_Core,135.0,137.5,145.0,0.0,10
1061,Ground Starts 10 Yards,M,20.5,105.6,Bodyweight,2,Fitness,Cardio_Core,197.5,157.5,242.5,0.0,12
2010,RP Overhead Triceps Extension,M,63.0,107.77,Dumbbell,2,Bodybuilding,Best3BenchKg,125.0,120.0,182.5,14.0,10
2045,Resisted Alternating Knee To Chest,M,63.0,107.77,Bodyweight,0,Powerlifting,Best3BenchKg,125.0,120.0,182.5,0.0,3
1923,Preacher Curl(Machine),M,56.5,121.11,Machine,1,Athletics,Best3DeadliftKg,175.0,120.0,215.0,29.9,12
248,Banded Hip Distraction,M,35.5,152.41,Bodyweight,0,Powerlifting,Cardio_Core,230.0,147.5,220.0,0.0,3
2443,Single Leg Box Jump (land 2),M,35.5,152.41,Bodyweight,2,Fitness,Cardio_Core,230.0,147.5,220.0,0.0,12
481,Cable Overhead Curl,M,35.0,82.01,Machine,2,Powerbuilding,Best3DeadliftKg,162.5,132.5,207.5,47.0,8
2208,SSB Squat,M,35.0,82.01,Barbell,0,Muscle & Sculpting,Best3SquatKg,162.5,132.5,207.5,84.5,15
3029,Zercher RDL,M,30.0,102.06,Barbell,3,Muscle & Sculpting,Best3DeadliftKg,190.0,137.5,232.5,24.5,15
1435,Lat Pulldown (Neutral Grip),M,38.0,107.5,Machine,2,Bodybuilding,Best3DeadliftKg,155.0,112.5,230.0,46.3,10
884,Elevated Heel Squat Holds,M,38.0,107.5,Bodyweight,0,Powerlifting,Best3SquatKg,155.0,112.5,230.0,0.0,3
2125,Reverse Wrist Curls,M,30.0,97.25,Dumbbell,3,Muscle & Sculpting,Best3DeadliftKg,235.0,157.5,265.0,24.0,15
2251,Seated Alternating Lateral,M,37.0,89.54,Dumbbell,3,Bodybuilding,Best3DeadliftKg,222.5,160.0,240.0,32.0,10
2479,Single Leg Seated Hamstring Curl,M,37.0,89.54,Machine,0,Bodybuilding,Best3DeadliftKg,222.5,160.0,240.0,48.3,10
1530,Linear Pogo Jumps 10 Yards,M,26.0,147.42,Bodyweight,2,Fitness,Cardio_Core,207.5,127.5,215.0,0.0,12
594,Chest Supported Row (Swiss Bar),M,22.0,145.88,Barbell,0,Powerlifting,Best3DeadliftKg,272.5,217.5,327.5,260.3,3
2811,Trap Bar Shrug,M,22.0,145.88,Barbell,0,Powerlifting,Best3DeadliftKg,272.5,217.5,327.5,65.1,3
1153,High Cable Fly,M,26.0,148.96,Machine,0,Muscle & Sculpting,Best3BenchKg,227.5,152.5,272.5,21.7,15
2099,Reverse Hack Squat,F,27.0,78.74,Machine,0,Athletics,Best3SquatKg,80.0,52.5,142.5,41.2,14
2127,Reverse-Grip Pulldowns,M,17.0,59.33,Machine,0,Bodybuilding,Best3DeadliftKg,105.0,75.0,175.0,35.2,10
2620,Squat Press,M,55.0,66.5,Dumbbell,0,Bodybuilding,Best3SquatKg,125.0,105.0,152.5,60.0,10
482,Cable Overhead Extension,M,55.0,66.5,Machine,0,Powerbuilding,Best3BenchKg,125.0,105.0,152.5,22.0,8
2263,Seated Calf Raise,M,15.0,74.21,Machine,2,Bodybuilding,Best3SquatKg,142.5,100.0,192.5,28.7,10
1776,Overhead Press,M,34.0,82.1,Barbell,0,Powerlifting,Best3BenchKg,247.5,165.0,285.0,131.1,3
2528,Skull Crusher (Smith),M,17.0,87.82,Machine,2,Athletics,Best3BenchKg,135.0,117.5,202.5,17.8,12
1452,Lateral Jump,F,31.0,53.6,Bodyweight,2,Powerlifting,Cardio_Core,87.5,45.0,97.5,0.0,3
277,Barbell Row,F,21.0,55.1,Barbell,2,Bodybuilding,Best3DeadliftKg,80.0,42.5,102.5,51.8,12
2696,Straight Back Kickbacks,F,59.0,64.8,Bodyweight,0,Powerlifting,Best3BenchKg,82.5,42.5,92.5,0.0,5
990,Front Foot Elevated Lunge,F,33.0,68.8,Bodyweight,2,Bodybuilding,Best3SquatKg,100.0,60.0,112.5,47.6,12
372,Bicep Curls (Cable),F,43.0,96.3,Machine,2,Powerlifting,Best3DeadliftKg,100.0,65.0,137.5,30.9,5
1523,Light Jog,F,42.0,113.2,Bodyweight,0,Muscle & Sculpting,Cardio_Core,112.5,62.5,147.5,0.0,17
2549,Sledgehammer,M,28.0,79.1,Machine,2,Powerbuilding,Cardio_Core,155.0,90.0,182.5,5.0,8
2263,Seated Calf Raise,M,51.0,81.4,Machine,2,Bodybuilding,Best3SquatKg,127.5,92.5,175.0,24.2,10
513,Cable Wrist Pushdown,M,36.0,104.6,Machine,0,Powerbuilding,Best3BenchKg,150.0,100.0,212.5,22.6,8
578,Chest Supported Dumbbell Lateral Raises,M,23.0,108.8,Dumbbell,2,Muscle & Sculpting,Best3DeadliftKg,180.0,125.0,230.0,22.0,15
2263,Seated Calf Raise,F,26.0,66.6,Machine,2,Bodybuilding,Best3SquatKg,140.0,70.0,155.0,23.9,12
936,"Flat Dumbbell Press (12,10,8,6,4)",F,29.0,69.1,Dumbbell,2,Fitness,Best3DeadliftKg,142.5,85.0,157.5,48.0,14
2637,Standing Behind Neck Shoulder Press (Barbell),F,25.0,77.3,Barbell,2,Bodybuilding,Best3BenchKg,107.5,57.5,120.0,18.8,12
741,Decline Deficit Pike Push-Ups,M,19.0,72.6,Bodyweight,0,Muscle & Sculpting,Best3BenchKg,170.0,107.5,185.0,0.0,15
251,Banded Knee Extensions,M,29.0,89.9,Bodyweight,0,Powerlifting,Cardio_Core,185.0,135.0,235.0,0.0,3
2479,Single Leg Seated Hamstring Curl,M,24.0,112.8,Machine,0,Bodybuilding,Best3DeadliftKg,240.0,152.5,255.0,51.3,10
1821,Paused Push Up,M,28.0,148.3,Bodyweight,0,Muscle & Sculpting,Best3BenchKg,275.0,172.5,295.0,-109.0,15
252,Banded Overhead Squat,M,27.0,74.3,Bodyweight,0,Muscle & Sculpting,Cardio_Core,175.0,117.5,217.5,0.0,15
1290,Incline Rear Delt Flye,M,17.0,73.07,Dumbbell,2,Powerbuilding,Best3BenchKg,142.5,122.5,190.0,18.0,8
1471,Lateral Raise (Machine),M,35.0,98.88,Machine,2,Bodybuilding,Best3DeadliftKg,182.5,130.0,227.5,45.8,10
828,Dumbbell Press Or Weighted Pushups (Swap This Out For Either),M,27.0,115.48,Dumbbell,1,Bodybuilding,Best3BenchKg,242.5,150.0,255.0,78.0,10
2784,Tib Raises,F,56.0,54.43,Bodyweight,0,Powerlifting,Best3BenchKg,42.5,40.0,100.0,0.0,5
834,Dumbbell Shoulder Press,F,10.0,68.49,Dumbbell,2,Athletics,Best3BenchKg,105.0,59.0,120.0,12.0,14
955,Flutter Kicks,F,31.0,71.76,Bodyweight,0,Powerlifting,Cardio_Core,85.0,40.0,97.5,0.0,5
1467,Lateral Raise (12-15),F,14.0,75.43,Dumbbell,2,Fitness,Best3DeadliftKg,152.5,80.0,155.0,12.0,14
2450,Single Leg Calf Raise (Weighted),F,14.0,75.43,Bodyweight,2,Muscle & Sculpting,Best3SquatKg,152.5,80.0,155.0,12.8,17
2140,Ring Lat Pull,F,39.0,103.42,Bodyweight,0,Powerbuilding,Best3DeadliftKg,132.5,77.5,172.5,-64.8,10
255,Banded Shoulder Dislocates,F,39.0,103.42,Bodyweight,0,Powerlifting,Cardio_Core,132.5,77.5,172.5,0.0,5
834,Dumbbell Shoulder Press,F,29.0,121.93,Dumbbell,2,Athletics,Best3BenchKg,120.0,82.5,135.0,18.0,14
1407,L-sit Pull Ups,M,57.0,54.7,Bodyweight,2,Bodybuilding,Best3DeadliftKg,110.0,102.5,165.0,-25.4,10
2027,Rear Delt Fly (Dumbbell),M,57.0,54.7,Dumbbell,2,Bodybuilding,Best3BenchKg,110.0,102.5,165.0,12.0,10
1808,Partial Lateral Raise,M,13.0,67.4,Dumbbell,3,Muscle & Sculpting,Best3DeadliftKg,85.0,62.5,120.0,12.0,15
2750,T-Bar Row (Chest Supported),M,52.0,74.03,Machine,2,Athletics,Best3DeadliftKg,160.0,105.0,202.5,115.4,12
1170,High Step Up,M,59.0,74.48,Bodyweight,2,Athletics,Best3SquatKg,142.5,102.5,167.5,13.6,12
2140,Ring Lat Pull,M,30.0,79.92,Bodyweight,0,Powerbuilding,Best3DeadliftKg,110.0,77.5,157.5,-43.1,8
838,Dumbbell Step Up,M,17.0,87.23,Dumbbell,0,Muscle & Sculpting,Best3SquatKg,137.5,92.5,190.0,12.0,15
1913,Preacher Curl  (Plate Loaded),M,18.0,89.81,Machine,2,Fitness,Best3DeadliftKg,145.0,105.0,205.0,28.3,12
1428,Lat Pulldown,M,35.0,102.88,Machine,2,Bodybuilding,Best3DeadliftKg,200.0,147.5,240.0,48.3,10
1037,Glute Ham Raise Sit Ups,M,24.0,108.05,Bodyweight,0,Bodybuilding,Cardio_Core,230.0,137.5,245.0,0.0,10
594,Chest Supported Row (Swiss Bar),M,48.0,122.92,Barbell,0,Powerlifting,Best3DeadliftKg,192.5,177.5,250.0,190.7,3
2602,Split Squat (Barbell),M,48.0,122.92,Barbell,2,Bodybuilding,Best3SquatKg,192.5,177.5,250.0,135.8,10
505,Cable Twists,F,11.0,40.28,Machine,2,Bodybuilding,Best3DeadliftKg,35.0,22.5,57.5,9.8,12
1008,Front Squat (Paused),F,9.0,29.21,Barbell,2,Muscle & Sculpting,Best3SquatKg,17.5,12.5,42.5,20.0,17
2263,Seated Calf Raise,F,18.5,59.87,Machine,2,Bodybuilding,Best3SquatKg,80.0,46.0,92.5,13.7,12
1550,Low Incline Press (Dumbbell),M,7.0,43.54,Dumbbell,0,Powerlifting,Best3BenchKg,35.0,22.5,57.5,16.0,3
578,Chest Supported Dumbbell Lateral Raises,M,45.0,66.04,Dumbbell,2,Muscle & Sculpting,Best3DeadliftKg,115.0,90.0,157.5,14.0,15
2673,Steady-State Cardio,M,18.0,70.13,Bodyweight,0,Bodybuilding,Cardio_Core,150.0,102.5,185.0,0.0,10
2002,RP Hammer Strength Shoulder Press - Plate Loaded,M,18.5,68.31,Machine,2,Bodybuilding,Best3DeadliftKg,120.0,102.5,192.5,155.0,10
2637,Standing Behind Neck Shoulder Press (Barbell),M,26.0,69.76,Barbell,2,Bodybuilding,Best3BenchKg,180.0,135.0,245.0,80.3,10
1841,Pillar Bridge w/ Arm Lift,M,24.0,82.1,Bodyweight,2,Fitness,Cardio_Core,140.0,137.5,220.0,0.0,12
40,(SHOULDERS) Seated Iso Shoulder Press,M,24.0,77.84,Machine,2,Muscle & Sculpting,Best3BenchKg,202.5,125.0,235.0,71.2,15
104,AB Rollout,M,21.5,84.19,Bodyweight,0,Bodybuilding,Cardio_Core,220.0,115.0,257.5,0.0,10
996,Front Lever Hold,M,50.0,99.06,Bodyweight,2,Bodybuilding,Best3DeadliftKg,195.0,127.5,222.5,29.6,10
1434,Lat Pulldown (Med - Neutral Grip),M,66.0,95.25,Machine,2,Powerlifting,Best3DeadliftKg,170.0,115.0,192.5,45.0,3
617,Clean (Barbell),M,30.0,92.99,Barbell,3,Powerlifting,Best3DeadliftKg,215.0,162.5,282.5,224.5,3
20,(CHEST) Decline Barbell Bench Press,M,69.0,103.87,Barbell,2,Muscle & Sculpting,Best3BenchKg,137.5,105.0,160.0,46.7,15
1335,Jog,M,25.0,122.11,Bodyweight,2,Bodyweight Fitness,Cardio_Core,280.0,165.0,265.0,0.0,10
2944,Weighted Hanging Oblique Knee Raise,M,25.0,120.29,Bodyweight,2,Muscle & Sculpting,Best3BenchKg,317.5,170.0,307.5,16.8,15
240,Banded Deadbug,M,30.0,125.55,Bodyweight,1,Muscle & Sculpting,Cardio_Core,227.5,130.0,250.0,0.0,15
1482,Lateral Shuffles 10 Yards,F,17.0,43.9,Bodyweight,2,Fitness,Best3DeadliftKg,92.5,42.5,112.5,9.2,14
1220,Hyperextension,F,17.0,43.9,Bodyweight,2,Bodybuilding,Best3DeadliftKg,92.5,42.5,112.5,13.4,12
35,(LEGS) Sled Push,F,11.0,44.7,Machine,2,Muscle & Sculpting,Best3BenchKg,100.0,35.0,90.0,5.0,17
1311,Inverted Row,F,34.0,50.2,Bodyweight,2,Bodybuilding,Best3DeadliftKg,100.0,50.0,127.5,60.7,12
626,Close Grip Bench Press (Smith Machine),F,14.0,51.9,Machine,2,Bodybuilding,Best3DeadliftKg,77.5,42.5,102.5,70.1,12
2070,Reverse Cambered Bar Bench Press,F,52.0,55.9,Barbell,2,Bodybuilding,Best3BenchKg,95.0,72.5,122.5,27.5,12
2466,Single Leg Lateral Line Hops,F,52.0,55.9,Bodyweight,2,Athletics,Best3DeadliftKg,95.0,72.5,122.5,10.3,14
2809,Trap Bar Power Shrug,F,17.0,58.9,Barbell,2,Athletics,Best3DeadliftKg,92.5,60.0,153.5,14.6,14
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),F,20.0,59.6,Machine,1,Bodybuilding,Best3DeadliftKg,105.0,52.5,127.5,21.8,12
706,DB Lateral Raise,F,47.0,59.7,Dumbbell,0,Powerbuilding,Best3DeadliftKg,102.5,62.5,115.0,14.0,10
633,Close Grip Incline Bench Press (Smith Machine),F,38.0,59.85,Machine,0,Powerbuilding,Best3DeadliftKg,82.5,57.5,120.0,92.4,10
1515,Leg Raise Floor,F,20.0,59.6,Bodyweight,2,Bodybuilding,Best3BenchKg,105.0,52.5,127.5,4.0,12
2872,Unilateral Preacher Curl,F,47.0,59.7,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,102.5,62.5,115.0,8.0,17
1782,Overhead Press (Smith Machine),F,38.0,59.85,Machine,0,Muscle & Sculpting,Best3DeadliftKg,82.5,57.5,120.0,58.1,17
240,Banded Deadbug,F,12.0,58.3,Bodyweight,1,Muscle & Sculpting,Cardio_Core,85.0,65.0,110.0,0.0,17
2479,Single Leg Seated Hamstring Curl,F,14.5,66.1,Machine,0,Bodybuilding,Best3DeadliftKg,115.0,67.5,150.0,25.7,12
1491,Leaning Overhead Extension,F,14.5,66.1,Machine,0,Powerbuilding,Best3BenchKg,115.0,67.5,150.0,8.4,10
2000,RP Hammer Curls,F,38.5,66.6,Dumbbell,2,Bodybuilding,Best3DeadliftKg,120.0,62.5,145.0,16.0,12
1311,Inverted Row,F,28.0,65.5,Bodyweight,2,Bodybuilding,Best3DeadliftKg,110.0,65.0,150.0,71.4,12
1665,Medicine Ball Russian Twist,F,58.0,60.1,Bodyweight,0,Athletics,Cardio_Core,85.0,60.0,130.0,0.0,14
1273,Incline Dumbell Bench Press,F,28.5,71.0,Barbell,0,Muscle & Sculpting,Best3BenchKg,100.0,52.5,117.5,20.0,17
481,Cable Overhead Curl,F,26.5,81.3,Machine,2,Powerbuilding,Best3DeadliftKg,110.0,70.0,150.0,28.9,10
2920,Wall Assisted Handstand Pushup,F,17.0,85.4,Machine,2,Powerlifting,Best3BenchKg,122.5,50.0,142.5,7.4,5
639,Close Grip Underhand Lat Pulldown (chin Pulldown),M,46.5,42.8,Machine,2,Bodybuilding,Best3DeadliftKg,50.0,60.0,107.5,20.9,10
2724,Sumo Deadlift (Dumbbell),M,14.5,37.4,Dumbbell,2,Bodybuilding,Best3DeadliftKg,60.0,40.0,105.0,56.0,10
1749,One Arm Reverse Pec Deck,M,46.5,42.8,Machine,0,Bodybuilding,Best3BenchKg,50.0,60.0,107.5,11.7,10
368,Bicep Curl Incline (Dumbell),M,14.5,37.4,Dumbbell,0,Muscle & Sculpting,Best3DeadliftKg,60.0,40.0,105.0,10.0,15
2863,Underhand Row,M,9.0,40.9,Barbell,2,Powerbuilding,Best3DeadliftKg,65.0,35.0,90.0,60.2,8
515,Cable Y Raise (Rehab),M,24.5,53.8,Machine,2,Bodybuilding,Best3BenchKg,135.0,92.5,185.0,18.6,10
2027,Rear Delt Fly (Dumbbell),M,17.0,55.0,Dumbbell,2,Bodybuilding,Best3BenchKg,127.5,85.0,170.0,12.0,10
2637,Standing Behind Neck Shoulder Press (Barbell),M,13.0,56.4,Barbell,2,Bodybuilding,Best3BenchKg,85.0,75.0,127.5,44.6,10
2555,Smith Good Morning,M,27.0,64.6,Machine,0,Powerbuilding,Best3DeadliftKg,140.0,102.5,237.5,53.8,8
844,Dumbbell Tripod Row,M,23.5,67.5,Dumbbell,0,Powerlifting,Best3DeadliftKg,142.5,95.0,200.0,140.0,3
2809,Trap Bar Power Shrug,M,23.5,67.5,Barbell,2,Athletics,Best3DeadliftKg,142.5,95.0,200.0,22.4,12
1515,Leg Raise Floor,M,14.5,72.8,Bodyweight,2,Bodybuilding,Best3BenchKg,117.5,85.0,165.0,11.9,10
786,Dive-Bomber Push Ups,M,15.0,81.2,Bodyweight,0,Muscle & Sculpting,Best3BenchKg,170.0,105.0,215.0,-58.6,15
1910,Prayer Bench Press,M,21.5,79.1,Barbell,2,Bodybuilding,Best3BenchKg,150.0,110.0,177.5,80.8,10
318,Behind-the-Neck Overhead Press,M,25.5,89.1,Barbell,2,Athletics,Best3BenchKg,250.0,157.5,277.5,70.6,12
936,"Flat Dumbbell Press (12,10,8,6,4)",M,22.5,89.4,Dumbbell,2,Fitness,Best3DeadliftKg,230.0,185.0,265.0,96.0,12
2708,Straight-Bar Overhead Triceps Extension (Cable),M,22.5,89.4,Machine,0,Powerlifting,Best3BenchKg,230.0,185.0,265.0,49.7,3
1769,Overhead Extension (EZ Bar),M,67.0,88.4,Barbell,2,Muscle & Sculpting,Best3BenchKg,215.0,100.0,232.5,9.1,15
1170,High Step Up,M,67.0,88.4,Bodyweight,2,Athletics,Best3SquatKg,215.0,100.0,232.5,19.6,12
1207,Hip Thrust (Dumbbell),M,19.0,89.6,Dumbbell,2,Bodybuilding,Best3SquatKg,175.0,120.0,222.5,92.0,10
1157,High Incline Chest/Shoulder Press,M,17.0,88.3,Machine,2,Fitness,Best3BenchKg,175.0,112.5,190.0,62.1,12
1903,Power Clean,M,24.0,98.7,Barbell,2,Bodybuilding,Best3DeadliftKg,215.0,155.0,295.0,175.5,10
2549,Sledgehammer,M,24.0,98.7,Machine,2,Powerbuilding,Cardio_Core,215.0,155.0,295.0,5.0,8
240,Banded Deadbug,M,22.0,92.0,Bodyweight,1,Muscle & Sculpting,Cardio_Core,170.0,157.5,200.0,0.0,15
2808,Trap Bar Jumps,M,23.0,106.8,Barbell,0,Athletics,Cardio_Core,235.0,147.5,272.5,0.0,12
2703,Straight Leg Deadlift,M,23.0,106.8,Barbell,2,Powerlifting,Best3DeadliftKg,235.0,147.5,272.5,267.5,3
2528,Skull Crusher (Smith),M,33.0,107.3,Machine,2,Athletics,Best3BenchKg,185.0,190.0,267.5,28.8,12
996,Front Lever Hold,M,25.5,107.8,Bodyweight,2,Bodybuilding,Best3DeadliftKg,202.5,167.5,262.5,36.8,10
1905,Power Shrug,M,50.0,100.9,Barbell,2,Bodybuilding,Best3DeadliftKg,180.0,145.0,250.0,35.3,10
2185,Rotating Bicep Curl,M,20.0,101.2,Dumbbell,1,Bodybuilding,Best3DeadliftKg,160.0,140.0,237.5,32.0,10
2742,Supine Scorpions,M,19.0,107.2,Bodyweight,3,Bodybuilding,Cardio_Core,182.5,127.5,227.5,0.0,10
1061,Ground Starts 10 Yards,M,42.5,105.8,Bodyweight,2,Fitness,Cardio_Core,167.5,155.0,185.0,0.0,12
948,Floating Deadlift,M,50.0,100.9,Barbell,3,Powerlifting,Best3DeadliftKg,180.0,145.0,250.0,233.2,3
40,(SHOULDERS) Seated Iso Shoulder Press,M,20.0,101.2,Machine,2,Muscle & Sculpting,Best3BenchKg,160.0,140.0,237.5,79.7,15
2682,Stiff Leg Deadlift Or Romanian Deadlift (Swap This Out For Either),M,19.0,107.2,Barbell,1,Bodybuilding,Best3DeadliftKg,182.5,127.5,227.5,167.2,10
1776,Overhead Press,M,42.5,105.8,Barbell,0,Powerlifting,Best3BenchKg,167.5,155.0,185.0,121.6,3
1592,Lying Leg Raise,M,42.5,105.8,Bodyweight,2,Bodybuilding,Best3BenchKg,167.5,155.0,185.0,21.4,10
248,Banded Hip Distraction,M,28.0,116.0,Bodyweight,0,Powerlifting,Cardio_Core,252.5,165.0,307.5,0.0,3
1020,Garhammer Raise,M,41.0,121.3,Bodyweight,0,Bodybuilding,Best3BenchKg,250.0,180.0,267.5,0.0,10
2693,Straight Arm Pulldown,M,56.0,116.5,Machine,2,Bodybuilding,Best3DeadliftKg,227.5,155.0,255.0,47.2,10
1072,Hack Squat Inverted,M,41.0,121.3,Machine,2,Muscle & Sculpting,Best3SquatKg,250.0,180.0,267.5,141.6,15
1687,Muscle Up,M,56.0,116.5,Bodyweight,2,Bodybuilding,Best3DeadliftKg,227.5,155.0,255.0,32.8,10
504,Cable Triceps Kickback,M,16.0,116.0,Machine,1,Bodybuilding,Best3BenchKg,200.0,145.0,255.0,29.2,10
1127,Hanging Toes To Bar,M,18.5,113.7,Bodyweight,2,Bodybuilding,Cardio_Core,220.0,150.0,230.0,0.0,10
2708,Straight-Bar Overhead Triceps Extension (Cable),M,15.0,121.8,Machine,0,Powerlifting,Best3BenchKg,225.0,115.0,250.0,30.9,3
2703,Straight Leg Deadlift,M,62.5,114.8,Barbell,2,Powerlifting,Best3DeadliftKg,185.0,142.5,210.0,183.0,3
308,Behind The Neck Press,M,73.0,113.5,Barbell,2,Bodybuilding,Best3BenchKg,102.5,106.0,160.0,52.7,10
2531,Skullcrusher (EZ Bar),M,73.0,113.5,Barbell,2,Muscle & Sculpting,Best3BenchKg,102.5,106.0,160.0,9.3,15
2689,Straight Arm Chest Raise,F,30.0,71.12,Machine,0,Powerbuilding,Best3BenchKg,110.0,62.5,155.0,7.8,10
2437,Single Cable Front Raise,M,64.0,62.05,Machine,0,Athletics,Best3BenchKg,50.0,122.5,100.0,16.3,12
2703,Straight Leg Deadlift,M,15.0,81.78,Barbell,2,Powerlifting,Best3DeadliftKg,148.5,82.5,182.5,179.2,3
2263,Seated Calf Raise,M,27.5,87.41,Machine,2,Bodybuilding,Best3SquatKg,190.0,155.0,265.0,38.2,10
1075,Half Kneeling Landmine Press,M,21.0,98.97,Barbell,1,Athletics,Best3BenchKg,230.0,142.5,290.5,63.8,12
2580,Snatch Deadlift,M,21.0,134.85,Barbell,2,Bodybuilding,Best3DeadliftKg,330.0,227.5,337.5,248.1,10
2030,Rear Delt Fly Of Choice,M,19.5,120.29,Dumbbell,1,Bodybuilding,Best3BenchKg,222.5,132.5,255.0,18.0,10
2976,Wide Overhand Pulldown,F,34.0,110.8,Machine,0,Powerbuilding,Best3DeadliftKg,80.0,60.0,120.0,23.1,10
617,Clean (Barbell),F,42.0,103.2,Barbell,3,Powerlifting,Best3DeadliftKg,72.5,52.5,120.0,80.3,5
2699,Straight Bar Wrist Curl,F,35.0,101.7,Barbell,0,Athletics,Best3DeadliftKg,70.0,45.0,100.0,9.5,14
1905,Power Shrug,M,78.0,98.0,Barbell,2,Bodybuilding,Best3DeadliftKg,115.0,82.5,160.0,19.3,10
420,Bottom-ROM Paused Squats (Smith),M,29.0,78.1,Machine,0,Powerbuilding,Best3SquatKg,165.0,112.5,205.0,149.4,8
2088,Reverse Grip Curl (Cable),M,38.0,95.2,Machine,0,Powerbuilding,Best3DeadliftKg,145.0,122.5,165.0,37.4,8
1592,Lying Leg Raise,M,38.0,95.2,Bodyweight,2,Bodybuilding,Best3BenchKg,145.0,122.5,165.0,17.1,10
696,Curtsy Lunge (Dumbbell),F,17.0,55.29,Dumbbell,2,Bodybuilding,Best3SquatKg,52.5,27.5,85.0,24.0,12
1670,Mercy 30 Curls,F,22.0,58.24,Barbell,2,Fitness,Best3DeadliftKg,112.5,77.5,147.5,12.8,14
742,Decline Dumbell Scullcrusher,F,15.0,59.24,Dumbbell,0,Muscle & Sculpting,Best3BenchKg,52.5,32.5,57.5,2.0,17
1207,Hip Thrust (Dumbbell),M,16.0,59.74,Dumbbell,2,Bodybuilding,Best3SquatKg,92.5,57.5,120.0,48.0,10
2479,Single Leg Seated Hamstring Curl,F,17.0,60.51,Machine,0,Bodybuilding,Best3DeadliftKg,67.5,32.5,80.0,13.7,12
2183,Rope/ Towel Ups,F,14.0,63.64,Bodyweight,2,Fitness,Best3DeadliftKg,52.5,30.0,80.0,6.5,14
2546,Sled Row,F,16.0,67.31,Machine,3,Athletics,Best3DeadliftKg,60.0,40.0,95.0,48.9,14
279,Barbell Shoulder Press,F,17.0,74.57,Barbell,2,Powerlifting,Best3BenchKg,97.5,40.0,120.0,17.5,5
2892,V-Bar Lat Pulldown,M,11.0,32.8,Machine,0,Muscle & Sculpting,Best3DeadliftKg,37.5,25.0,67.5,9.6,15
2479,Single Leg Seated Hamstring Curl,M,58.0,59.19,Machine,0,Bodybuilding,Best3DeadliftKg,125.0,100.0,170.0,31.1,10
1950,Pull Ups Max,M,15.0,65.18,Bodyweight,2,Bodybuilding,Best3DeadliftKg,95.0,62.5,130.0,-37.2,10
1665,Medicine Ball Russian Twist,M,25.0,70.94,Bodyweight,0,Athletics,Cardio_Core,140.0,112.5,205.0,0.0,12
936,"Flat Dumbbell Press (12,10,8,6,4)",M,18.0,76.88,Dumbbell,2,Fitness,Best3DeadliftKg,90.0,60.0,127.5,46.0,12
2210,Safety Bar Hatfield Squat,M,17.0,81.56,Barbell,2,Bodybuilding,Best3SquatKg,187.5,102.5,237.5,137.8,10
2506,Sissy Squats (Partial ROM),M,24.0,90.72,Bodyweight,0,Powerlifting,Best3SquatKg,125.0,110.0,182.5,0.0,3
1428,Lat Pulldown,M,67.0,88.27,Machine,2,Bodybuilding,Best3DeadliftKg,125.0,95.0,187.5,32.6,10
