candidate_id,exercise_name,equipment_golden
1246,Incline Bicep Curl,Dumbbell
2493,Single-Leg Balance(Barefoot),Other
2279,Seated Forward Fold,Other
49,1 Km Run,Cardio
2770,Tempo Overheadpress,Barbell
2050,Rest Pause - Calves (Placeholder),Other
862,Dynamic Mobility,Other
2908,Walk,Cardio
1613,Mace Ball 360,Other
1786,Overhead Squat,Barbell
3035,Zottman Curls,Dumbbell
2904,Vertical traction,Machine
634,Close Grip Larsen Press,Barbell
2052,Rest Pause - Hamstring Isolation (Placeholder),Other
1289,Incline Rear Delt Fly,Dumbbell
2519,Skin The Cat,Bodyweight
9,(BACK) Iso Row (Upper Back Focused),Machine
987,Front Carry,Dumbbell
2882,Upper Back Row,Machine
2326,Seated Triceps Push Down,Machine
2914,Walking Lunges,Bodyweight
1666,Medicine Ball Throw,Other
2714,Strength - Vertical Push (Placeholder),Other
1479,Lateral Shuffle To Ball Drop,Other
1024,Glute Bridge (Band),Bodyweight
1825,Pec/Trap Complex,Other
909,FHL Calf Raise,Bodyweight
2672,Stationary bike,Cardio
1552,Low Row - Plate Loaded (Arsenal),Machine
1566,Lu Raises,Other
1880,Plate Pin holder Hold,Other
2058,Rest Pause - Vertical Pull (Placeholder),Other
1941,Prone Y Lifts,Bodyweight
1079,Half Kneeling Starts 10 Yards,Cardio
1528,Line Hops,Cardio
239,Banded Cuban Rotations,Bands
2998,Wrist Extension,Other
1787,Overhead Squat Holds (Pause at Bottom),Barbell
921,Fat Grip Reverse Curls(Ez Bar),Barbell
2498,Single-Leg Stretch,Other
1091,Hammer Preacher Curl,Machine
905,Ez Bar Skull Crusher,Barbell
1147,Helms Row,Dumbbell
928,Fire Hydrants,Bodyweight
158,Anderson Squat,Barbell
858,Dump The Buckets,Dumbbell
2391,Side-Lying Hip Raise,Bodyweight
2409,Single Arm Landline Press,Barbell
709,DY Row,Machine
2344,Short-Lever Copenhagen,Bodyweight
250,Banded Kettle Bell Swings,Bands
228,Band Twists,Bands
422,Bounds,Cardio
1993,RDL / Same Movement,Barbell
455,Butterfly Reverse,Machine
1842,Pillar Bridge w/ Arm Reach,Bodyweight
2319,Seated Spinal Twist,Other
1305,Incline dumbell skiers,Dumbbell
2776,Terminal Knee Extensions,Bands
238,Banded Clam Shells,Bands
2916,Walking Lunges w/ Pulse,Bodyweight
672,Cross Body Shoulder Stretch,Other
1322,JM Press,Barbell
1533,Loading,Other
979,Free Motion Pec Fly,Machine
989,Front Carry Lunge For Time,Bodyweight
1534,Log Press,Barbell
1750,One Arm Rope Push Down,Machine
545,Carioca Quick Step 10 Yards,Other
295,Baysian Curl,Machine
1076,Half Kneeling Lateral Starts 10 Yards,Cardio
803,Dragon Flag,Bodyweight
2358,Shr,Other
2849,Triceps press,Dumbbell
1245,Incline Bench Row,Dumbbell
999,Front PullDwon,Machine
2060,Retro Walking Treadmill,Cardio
1899,Posture Excercise,Other
87,500m Row,Cardio
1188,Hip Bridge March,Bands
1921,Preacher Curl - Hammer Strength,Barbell
1107,Hand Gripper,Other
2224,Sandbag High Pull (3xReps),Other
1234,Incline Bench Ppress (Low Incline),Barbell
1014,Full-Body Mobility Routine 6 (Follow Along),Other
1101,Hamstring Curl,Bands
2472,Single Leg Quad Extension,Machine
2414,Single Arm Overhead Exte,Dumbbell
68,250m Row,Cardio
208,Band Chest Flyes,Bands
2886,Upper Push Accessory 1,Other
2184,Rotary Torso,Machine
1663,Medicine Ball Punch,Other
127,Abrazo Del Oso,Bodyweight
161,Any Back,Other
1588,Lying Incline Death Curls,Barbell
2230,Sandbag Shoulder Squat,Other
2727,Sumo SLDL,Barbell
1640,Marching In Place,Other
63,200m Row,Cardio
1986,Quadriceps Sets,Other
1938,Pronation Curl,Barbell
2077,Reverse Fly,Dumbbell
2228,Sandbag Row (3xReps),Other
1074,Half Kneeling High Band Row,Bands
1309,Inverse Zottman Curl,Dumbbell
2676,Step-Up (Weighted),Bodyweight
793,Doorway Stretch,Other
1161,High Incline Press,Dumbbell
1817,Paused Calf Raise Of Choice,Bodyweight
184,B Stance rdl,Dumbbell
1697,Neck Curl&Extension,Other
1314,Iso Bench (UTD),Other
1449,Lateral Bound with Stick,Cardio
1524,Light Leg Exercise (Swap Out For Something Thatll Pump Whatever Is Sore In Your Leg),Other
1463,Lateral Power Shuffles 10 Yards,Cardio
1297,"Incline Treadmill Walk (5–10 Incline, 3.0 Speed)",Cardio
1259,Incline Chestfly,Dumbbell
1581,Lying Chest Pass Med Ball Throw,Other
880,Elevated Bulgarian Split Squat,Bodyweight
1844,Pin Press Squat,Barbell
2843,Triceps Diverging Pressdown (Long Rope),Machine
242,Banded External Rotation,Bands
715,Deadbug,Other
1461,Lateral Neck,Other
1192,Hip Extension,Other
1755,One Leg Hip Thrust,Other
2336,Select Your Squat Accessory (Swap This Out For A Listed Exercise),Other
140,Agachamento Hack Sentado,Machine
3053,shrug,Dumbbell
852,Dumbell Push Jerk,Dumbbell
2928,Warrior Post 1,Other
2589,Speed Bench,Barbell
665,Couch Touches,Bodyweight
2450,Single Leg Calf Raise (Weighted),Bodyweight
2652,Standing March (Bands),Bands
2901,Vatsat,Bodyweight
2333,Select Your Extension (Swap This Out For A Listed Exercise),Other
70,3 Count Pause Bench,Barbell
2660,Standing Shoulder Press,Dumbbell
2858,Two Phase Pull,Other
2907,Waiter Curl,Dumbbell
304,Behind The Back Holds,Barbell
2053,Rest Pause - Horizontal Pull (Placeholder),Other
1081,Hammer Bar Curl,Dumbbell
2768,Tempo OHP,Other
884,Elevated Heel Squat Holds,Bodyweight
2513,Skater Hop,Other
796,Double Leg Multi-Directional Pogo,Cardio
2883,Upper Back Rows,Machine
1248,Incline Buffalo Bench,Other
319,Behind-the-Neck Push Press,Barbell
1127,Hanging Toes To Bar,Bodyweight
780,Dinnie Lift,Other
1143,Heel Walks 20 Yards,Bodyweight
2933,Weight Over Bar,Other
216,Band Pistons,Other
2047,Rest,Other
2094,Reverse Grip Push Down,Machine
1308,Internal/eternal Rotation,Other
2203,Russian Twist,Bodyweight
1878,Plate Front Raises,Other
2492,Single-Arm Rainbow Curls,Other
2010,RP Overhead Triceps Extension,Dumbbell
917,Farmer's Walk (Weighted),Dumbbell
996,Front Lever Hold,Bodyweight
1969,Push Accessories,Other
40,(SHOULDERS) Seated Iso Shoulder Press,Machine
2251,Seated Alternating Lateral,Dumbbell
1,[MASK],Other
1856,Planche Progression Hold,Bodyweight
77,400m Sprint,Cardio
2872,Unilateral Preacher Curl,Dumbbell
1722,Oblique Accessory 1,Other
997,"Front Loaded Squats (Sandbag, Odd Object)",Other
3045,fire hydrant,Other
1725,Oblique Heel Touch,Bodyweight
661,Cossack Squats,Bodyweight
2237,Sauna,Other
1885,Plate pinch,Other
1985,Quad/Hip Flexor Stretch - 1/2 Kneeling,Other
1612,MTS Row,Machine
2689,Straight Arm Chest Raise,Machine
2032,Rear Delt Neck Supported,Other
61,2 Handed Anyhow,Other
2503,Sissy Squat (Weighted),Bodyweight
81,45 Degree Incline DB Press,Dumbbell
2701,Straight Leg Calf Raise,Bodyweight
199,Bag Throw,Other
2984,Windshield Wipers,Bodyweight
306,Behind The Back Shrug,Barbell
64,200m Sprint,Cardio
2497,Single-Leg Stand,Other
124,Ab Wheel [Weighted],Bodyweight
1447,Lateral Banded Walk,Bands
2965,Wide Grip Incline Benchpress,Barbell
1597,Lying Reverse Fly,Dumbbell
2696,Straight Back Kickbacks,Bodyweight
2349,Shoulder Press,Dumbbell
2316,Seated Shoulder Press (Behind Neck),Barbell
97,90/90 Hip Rotations,Other
2197,Rubber Band Vertical Pull-A-Parts,Other
1798,Pallof Hold,Bands
2771,Tempo Press,Barbell
2243,Scarecrows,Dumbbell
15,(BICEPS) Single Arm Hammer Preacher Curl,Dumbbell
974,Forearms Curls,Barbell
658,Core Work (You Choose),Other
112,ATG Lunge,Bodyweight
1261,Incline Curl,Dumbbell
2157,Rising,Other
2045,Resisted Alternating Knee To Chest,Bodyweight
587,Chest Supported Row,Dumbbell
2253,Seated Anterior Delt Press (AD),Dumbbell
2,[UNK],Other
2608,Split stance KB Windmill,Dumbbell
425,Box Shuffle,Other
107,ACB Reverse Close Grip Bench,Barbell
220,Band Resisted Sprints 20 Yards,Bands
2983,Windmill,Other
867,Dynamic Warmup,Other
1296,Incline Treadmill,Cardio
138,Adduction,Bodyweight
705,DB Hip Hugger,Dumbbell
1968,Punching Bag,Other
922,Fear Press,Dumbbell
1197,Hip Flexor Raise,Bodyweight
1819,Paused Incline Press,Barbell
1695,Neck Curl,Other
1458,Lateral Lunge (Weighted),Bodyweight
74,3in Board Press,Barbell
2128,Rhino Row - Single Arm,Dumbbell
911,Face Pull,Machine
3023,Z-Sit Shoulder Press,Dumbbell
2982,Williams Extensions,Other
1962,Pullover,Machine
632,Close Grip Incline Bench,Barbell
200,Bajan Curl,Machine
2675,Step downs,Bodyweight
1235,Incline Bench Preacher Curl,Dumbbell
1850,Piriformis Stretch,Other
2848,Triceps Rope Above Head,Machine
1275,Incline Fly,Dumbbell
1831,Peterson Step Ups,Bodyweight
2691,Straight Arm Pull Down,Machine
201,Balance Board,Other
957,Fly Into Press,Other
902,External Rotations,Bands
1827,Pelvic Tilts,Other
1841,Pillar Bridge w/ Arm Lift,Bodyweight
1348,Kas Glute Bridge,Bodyweight
2944,Weighted Hanging Oblique Knee Raise,Bodyweight
2690,Straight Arm Lat Pull Down (12-15),Machine
1175,High-To-Low Neutral-Grip Lat Row,Machine
1726,Oblique QL Side Raise,Bodyweight
2534,Slant board calf stretch,Other
1890,Plyo Wall Reverse Throws,Other
1855,Planche Progression,Bodyweight
2975,Wide Neutral Pullups,Bodyweight
1165,High Knees,Other
240,Banded Deadbug,Bands
2236,Sandbag-To-Shoulder,Other
1142,Heel Taps,Bodyweight
1166,High Pull,Barbell
1492,Leg Circles,Bodyweight
2231,Sandbag Shoulder Toss,Other
1227,In And Out,Other
1100,Hammer Strength Preacher Curl,Machine
3008,Y Raise,Dumbbell
197,Backwards Walk,Other
1349,Katana Extension,Other
690,Curl And Hold,Other
1813,Pause Press(Bench),Barbell
2979,Wide Stance Rdl,Barbell
1759,Opposite Grip Pullups (Chins If Your Primary Is Pullups And Vice Versa),Bodyweight
800,Downward Dog,Other
2699,Straight Bar Wrist Curl,Barbell
160,Anterior Tibialis Raises,Bodyweight
1839,Pike Pushup (Feet Elevated),Bodyweight
2778,Thoracic Extension Stretch,Other
2003,RP Incline Hammer Strength Press,Machine
1440,Lat Pullover,Machine
92,8 Minute Core Routine,Other
2345,Shoulder Banded Rotations,Bands
2930,Warrior Post 3,Other
2152,Ring Row (Weighted),Bodyweight
1029,Glute Bridge - 2 Up 1 Down,Bodyweight
2989,Wood Chopper,Other
457,C Drill,Other
376,Biceps Pull-Down,Machine
2049,Rest Pause - Biceps (Placeholder),Other
1397,Kneeling Med Ball Soccer Toss,Other
384,Bike Ride,Other
2648,Standing Knee Drive,Bodyweight
1386,Knee-to-wall ankle rocks,Bodyweight
1834,Pigeon Stretch Altered,Other
2793,Titan's Telegraph,Other
1220,Hyperextension,Bodyweight
2479,Single Leg Seated Hamstring Curl,Machine
2679,Stick Dislocates,Other
1486,Lateral walks  (banded),Bands
2977,Wide Row,Dumbbell
1103,Hamstring Lean,Other
394,Block Press,Barbell
1801,Pallof Press Walkouts,Bands
2505,Sissy Squats (Full ROM),Bodyweight
2764,Tech Drills,Other
666,Crab Walk,Bodyweight
703,DANCER AB ROUTINE 6 MINUTES,Other
84,45-degree Side Bend,Bodyweight
351,Bent Over Row,Barbell
1230,Inchworm Walkout,Other
142,Air Bike,Cardio
860,Dynamic Med Ball Side Slam,Other
2481,Single Leg Squat (On Plates),Bodyweight
609,Chinese Lateral Elevations,Dumbbell
2227,Sandbag Row,Other
251,Banded Knee Extensions,Bands
19,(CARDIO) SKI ERG,Cardio
252,Banded Overhead Squat,Bands
2466,Single Leg Lateral Line Hops,Cardio
1283,Incline Hybrid DB Fly,Dumbbell
1562,Lower Body Twist,Bodyweight
768,Deficit Reverse Lunge,Bodyweight
1769,Overhead Extension (EZ Bar),Barbell
1482,Lateral Shuffles 10 Yards,Cardio
971,Forearm Roller,Other
2991,World's Greatest Stretch,Other
2256,Seated Biceps Curl,Dumbbell
1775,Overhead Plate Circle,Other
2153,Ring Sissy Squat,Bodyweight
209,Band Curls,Bands
1311,Inverted Row,Bodyweight
1506,Leg Pres (Low Pad),Machine
3056,tire with hammer,Other
129,Abs Circut,Other
1854,Plancha Bing Chilling,Other
1585,Lying Face Pull (Rope),Machine
2748,T Drll,Other
2741,Supinated Grip Chin-ups,Bodyweight
1032,Glute Bridges,Bodyweight
547,Carry medley,Other
2252,Seated Altrnating Dumbell Curl,Dumbbell
932,Flat Chest Db Press,Dumbbell
2629,Stability Ball Hamstring Curl,Other
1063,Guillotine Press,Barbell
2595,Spider Curl,Dumbbell
2185,Rotating Bicep Curl,Dumbbell
2151,Ring Row,Bodyweight
2405,Single Arm Incline Press,Dumbbell
1538,Long Toss 30 Feet - Arc Throws,Other
1905,Power Shrug,Barbell
429,Braemar Stone,Other
2554,Slow Negative Cossack Squats,Bodyweight
1516,Leg Swings,Other
2406,Single Arm Iso Row,Machine
1223,"I, Y, T (IYT) Raise",Other
553,Change Of Direction Sprints,Other
2700,Straight Leg Bounds 20 Yards,Cardio
444,Bulldozer Fly,Other
2929,Warrior Post 2,Other
2201,Running In Place,Cardio
1104,Hamstring Oefening,Other
1419,Lat Biased Row,Machine
753,Decline Skullcrusher,Barbell
2459,Single Leg Hamstring Curl,Machine
2658,Standing Reverse Fly,Dumbbell
1517,"Legg Press (12,10,8,6,4)",Machine
2945,Weighted Knee Raises,Bodyweight
612,Clamshells (Band),Bands
2081,Reverse Forearm Curl,Barbell
144,Alternate Bounds,Other
2654,Standing Overhead Extension,Barbell
2034,Rear Delt Skier,Barbell
2422,Single Arm Pull Down,Machine
563,Chest Press (Convergent),Machine
2111,Reverse Nordic Curl,Machine
961,Foot To Bar,Bodyweight
1168,High Row,Machine
2044,Resistance Band Stretching,Other
2620,Squat Press,Dumbbell
247,Banded Hip Abduction,Bands
1907,Power Skips Distance 20 Yrds,Cardio
99,90/90 Stretch,Other
2189,Rotator Cuff (Seated - Kneesovertoes),Other
2827,Tricep Kick Back,Dumbbell
604,Child's Pose,Other
2599,Spin,Other
2713,Strength - Squat/Hinge (Placeholder),Other
984,Frog Pumps,Bodyweight
2310,Seated Rhino Row,Machine
108,ACFT Sprint Drag Carry (SDC),Other
2934,Weight Over Bar (Highland Games),Other
1292,Incline Rear Delt Raises W External Rotation,Dumbbell
801,Drag Curl,Barbell
2531,Skullcrusher (EZ Bar),Barbell
2863,Underhand Row,Barbell
1392,Kneeling Med Ball Front Toss,Other
758,Deep Squat Hold,Bodyweight
644,Cobra Stretch,Other
1199,Hip Hinge,Other
1703,Neck Press/Guillotine Press,Barbell
1039,Glute Kickback,Machine
1133,Heavy Hammer,Other
2460,Single Leg Hip Thrust,Bodyweight
2635,Stairs,Cardio
2830,Tricep Kickbacks,Dumbbell
939,Flat Walk,Other
1901,Power Bounds Distance 10 Yards,Other
173,Arms-Extended 45° Hyperextension,Bodyweight
1646,Meadows Curl,Dumbbell
387,Bilateral Snapdown,Other
1000,Front Raise,Dumbbell
2444,Single Leg Bridge,Bodyweight
1061,Ground Starts 10 Yards,Cardio
237,Banded Chest Fly,Bands
2987,Wood Chop (High To Low),Dumbbell
869,EZ Bar Skull Crusher,Barbell
1396,Kneeling Med Ball Slam,Other
1224,I-Y-T : Reverse Banded,Other
1344,KAS Glute Bridge Hold,Bodyweight
1939,Pronation Curls,Dumbbell
1356,Kennan Flap,Other
1970,Push Jerk,Barbell
233,Banded Backwards Kicks,Bands
549,Cast Backward Circle,Other
2334,Select Your Leg Accessory (Swap This Out For A Listed Exercise),Other
1761,Overcoming ISO Close Grip Bench,Barbell
2502,Sissy Squat,Bodyweight
69,2km Row,Cardio
2179,Rope Curl,Machine
2673,Steady-State Cardio,Cardio
525,Calf Raise,Bodyweight
1306,Internal Rotation,Other
1935,Pro Shuttle Ea Direction,Other
1699,Neck Extension,Other
255,Banded Shoulder Dislocates,Bands
1982,Pushup,Bodyweight
1679,Modified Curl Up,Other
249,Banded Hip Flexor Marches,Bands
2002,RP Hammer Strength Shoulder Press - Plate Loaded,Machine
307,Behind The Back Shrugs,Barbell
2347,Shoulder Dislocations W/ Band,Bands
1178,Hill Sprint / Stairs Sprint,Cardio
1090,Hammer Preacher,Dumbbell
106,ACB Close Grip Bench,Barbell
1335,Jog,Cardio
2780,Thread The Needle,Other
1013,Full-Body Mobility Routine 5 (Follow Along),Other
1683,Monster Walks (hip Circle),Bands
1254,Incline Chest Fly,Dumbbell
1988,Quadruped Thread-the-Needle Rotations,Other
1936,Pronated Finger Curls,Barbell
2913,Walking Lunge (Weighted),Bodyweight
95,90/90,Other
1796,Overhead Triceps Stretch,Other
1748,One Arm Reverse Fly,Dumbbell
308,Behind The Neck Press,Barbell
2885,Upper Pull Accessory 2,Other
218,Band Pull Aparts Routine,Bands
2372,Side Chop,Other
1480,Lateral Shuffle To Sprint 10 Yards,Cardio
1226,IYT (Banded),Other
1883,Plate Raises,Other
2668,Static Curl,Dumbbell
1015,Full-Body Mobility Routine 7 (Follow Along),Other
2515,SkiErg,Cardio
1649,Med Ball Broad Toss,Other
2200,Run,Cardio
2674,Steal Starts 10 Yards,Cardio
2270,Seated Dumbbel Shrugs,Dumbbell
990,Front Foot Elevated Lunge,Bodyweight
117,Ab Roll,Bodyweight
967,Forearm Finger Curl Supinated (Optional),Dumbbell
1331,Jefferson Curl,Dumbbell
1170,High Step Up,Bodyweight
643,Cobra Pushups,Bodyweight
1190,Hip Circles,Other
1906,Power Skips 20yds,Other
2999,Wrist Figure 8s w/ Light Plate,Other
1312,Iron Cross,Other
1816,Paused Bench 2 Sec,Other
1913,Preacher Curl  (Plate Loaded),Machine
2180,Rope Face Pulls,Machine
159,Anterior Tibialis Raise,Bodyweight
360,Bicep Curl (12-15),Dumbbell
57,1km Row,Other
668,Cross Body Lat Pull Around,Other
385,Bike Sprint,Other
290,Basyian Curl,Machine
2440,Single Leg / Core Accessories,Other
2302,Seated Or Lying Hamstring Curl (Swap This Out For Either),Machine
2813,Treadmill,Cardio
2506,Sissy Squats (Partial ROM),Bodyweight
2339,Shadow Boxing,Cardio
2125,Reverse Wrist Curls,Dumbbell
104,AB Rollout,Bodyweight
2634,Stairmaster,Cardio
1698,Neck Curls & Extensions,Other
2029,Rear Delt Fly (Single Arm),Other
2352,Shoulder Press (Seated),Dumbbell
1138,Heel Elevated Squat,Bodyweight
1991,R.B Ab Twist,Bodyweight
1917,Preacher Curl (EZ Bar),Barbell
2659,Standing SL Hamstring Curl (Monkey Foot),Other
1264,Incline DB Curl 45 Degrees,Dumbbell
2337,Selkä,Other
1604,Lying Triceps Extension (EZ Bar),Barbell
1584,Lying DB Bicep Curl,Dumbbell
1833,Peterson Step-Ups (Weighted),Bodyweight
1541,Loop band Exercise,Other
2263,Seated Calf Raise,Machine
2210,Safety Bar Hatfield Squat,Barbell
1665,Medicine Ball Russian Twist,Bodyweight
1959,PullAround,Other
2140,Ring Lat Pull,Bodyweight
931,Flat Bench Curls,Barbell
2744,Swim,Other
3044,dead hang time,Bodyweight
992,Front Foot Elevated Split Squat,Bodyweight
2710,Strength - Hamstring Hinge (Placeholder),Other
2238,Scap Pull Down,Machine
1196,Hip Flexor Lift-offs,Other
2828,Tricep Kickback,Dumbbell
204,Ball Slam,Other
605,Child’s Pose,Other
1574,Lunge With Twist,Bodyweight
2665,Standing Thoracic Rotation,Other
368,Bicep Curl Incline (Dumbell),Dumbbell
674,Cross Body Y-Raise,Machine
1656,Med Ball Slam,Other
1329,Jammer Press,Other
794,Dorsiflexion With Band,Bands
797,Double Quadruped Transverse Hip Abduction,Bands
908,FFE Contralateral DB Reverse Lunge,Bodyweight
594,Chest Supported Row (Swiss Bar),Barbell
1984,Quad extensions,Machine
292,Batwing Isometric Holds,Other
2030,Rear Delt Fly Of Choice,Dumbbell
923,Feet Up Bench,Barbell
2120,Reverse Step-Downs,Other
613,Clamshells With Band,Bands
598,Chest Supported T Bar Row Pronated,Machine
1378,Knee Flexion. Easy To Overload,Other
894,Erg Row,Cardio
925,Finger Curl,Other
596,Chest Supported Row Of Choice,Dumbbell
1772,Overhead March,Dumbbell
96,90/90 Hip Flow,Other
105,ABS,Other
297,Bear Craw Isometric Hold,Bodyweight
1696,Neck Curl (Banded Or Plate),Other
2742,Supine Scorpions,Bodyweight
2865,Underhand Tricep Pulldown (EZ Bar),Machine
516,Cable abduction,Machine
601,Chest-Supported Row (Machine),Machine
1795,Overhead Tricep Extension Machine,Machine
893,Elliptical Machine,Machine
1443,Lat Pushdown,Machine
2004,RP Lat Pulldowns,Machine
278,Barbell Row (smith Machine),Machine
2877,Unilateral Tricep Cable Pushdown(Rope),Machine
2878,Unilaterel Leg Extension,Machine
1181,Hip Abductor (Machine),Machine
180,Assisted Squats,Machine
349,Bent Over Machine Row,Machine
2102,Reverse Hyperextension,Machine
2559,Smith Machine Calf,Machine
362,Bicep Curl (Cable),Machine
2367,Shrug Smith Behind The Back,Machine
1749,One Arm Reverse Pec Deck,Machine
2820,Tricep Extension (Banded),Machine
2867,Unilateral Cable Rear Delt Fly,Machine
1557,Low-to-High Cable Fly,Machine
2308,Seated Overhead Press (Smith Machine),Machine
1009,Front Squat (Smith Machine),Machine
2079,Reverse Fly (Machine),Machine
1053,Goblet Squats (Cable),Machine
2996,Wrist Curls (Cable),Machine
2467,Single Leg Leg Extension,Machine
1251,Incline Cable Fly,Machine
513,Cable Wrist Pushdown,Machine
2706,Straight-Arm Pulldown,Machine
1219,Horizontal Elbow-braced Cable Triceps Extension,Machine
677,Crossbody Tricep Extension,Machine
518,Cable twists,Machine
1167,High Rep Leg Extension,Machine
1501,Leg Extension (One Leg),Machine
1437,Lat Pulldown (behind neck),Machine
2355,Shoulder Press Smith machine,Machine
1471,Lateral Raise (Machine),Machine
2642,Standing Calf Raise (Machine),Machine
2350,Shoulder Press (Machine),Machine
2834,Tricep Pressdown 2 (Cable),Machine
2875,Unilateral Preacher Curl Machine,Machine
1493,Leg Curl,Machine
2449,Single Leg Calf Raise (Machine),Machine
2864,Underhand Rows (Machine),Machine
2080,Reverse Flye (Cable),Machine
1619,Machine Calf Raise,Machine
1208,Hip Thrust (Machine),Machine
474,Cable Incline Curl,Machine
2544,Sled Push Pull,Machine
194,Backward Sled,Machine
507,Cable V-Bar Seated Rows,Machine
2836,Tricep Pushdown,Machine
35,(LEGS) Sled Push,Machine
1735,Omnidirectional Sled Drag For Time,Machine
2733,Super ROM Overhead Cable Row,Machine
2976,Wide Overhand Pulldown,Machine
2756,TRX Facepull,Machine
3046,hip adduction (Cable),Machine
1527,Light cardio (Treadmill Or Rowing machine),Machine
2088,Reverse Grip Curl (Cable),Machine
1601,Lying Tricep Extension,Machine
2399,Single Arm Diagonal Pulldown (Machine),Machine
2821,Tricep Extension (Barbell),Machine
2829,Tricep Kickback (Cable),Machine
2974,Wide Neutral Pulldown,Machine
2575,Smith Upright Row,Machine
1258,Incline Chest Press (Smith),Machine
371,"Bicep Curl, Cable, Bench Out In Front",Machine
2092,Reverse Grip Machine Rows,Machine
2994,Wrist Curl Cable,Machine
1792,Overhead Tricep Extension (Dumbbell),Machine
1173,High-Cable Lateral Raise,Machine
2154,Ring Tricep Extensions,Machine
2116,Reverse Pushdown,Machine
2353,Shoulder Press (Smith Machine),Machine
734,Decline Bench Press (Smith Machine),Machine
195,Backwards Sled Drag,Machine
2331,Seated low pulley wrist curl,Machine
1632,Machine Pull Down,Machine
2745,Swiss Ball Leg Curl,Machine
775,Diagonal Supinated Lat Pulldown,Machine
1353,Kelso Shrug (cable),Machine
503,Cable Tricep Pushdown (12-15),Machine
1922,Preacher Curl Machine,Machine
1556,Low-To-High Cable Fly,Machine
1156,High Feet Leg Press,Machine
504,Cable Triceps Kickback,Machine
1548,Low Chest Fly (Cable),Machine
1253,Incline Cable Press,Machine
366,Bicep Curl (TRX),Machine
1257,Incline Chest Press (Machine),Machine
1252,Incline Cable Flys,Machine
2573,Smith Unilateral Incline,Machine
1256,Incline Chest Fly Machine,Machine
2398,Single Arm Chest Press (Machine),Machine
1992,RDL (Smith Machine),Machine
2959,Wide Assisted Push-Ups,Machine
1625,Machine Hip Thrust,Machine
1399,Kneeling Single-Arm Diagonal Pulldown,Machine
2961,Wide Grip Cable Curls,Machine
1250,Incline Cable Curl,Machine
171,Armpulldown,Machine
1635,Mag Grip Lat Pulldown,Machine
2547,Sled Trekken Naar Achter Explosief,Machine
2026,Rear Delt Fly (Cable),Machine
2261,Seated Cable Row,Machine
1780,Overhead Press (Machine),Machine
1089,Hammer Machine Low Row,Machine
2558,"Smith Machine Assisted SLDL (12,10,8,6,4)",Machine
2971,Wide Grip Seated Row (Cable),Machine
1469,Lateral Raise (Cable),Machine
1212,Hip Thrust Machine,Machine
583,Chest Supported Machine Row Stack Loaded,Machine
1744,One Arm Overhead Extension (Cable),Machine
1591,Lying Leg Curl,Machine
2894,V-Bar Pulldown,Machine
2354,Shoulder Press Smith Machine,Machine
470,Cable Flexion Row,Machine
2536,Sled Drag,Machine
2644,Standing Cross Body Cable Lateral Raise,Machine
2973,Wide MAG Pulldowns,Machine
2892,V-Bar Lat Pulldown,Machine
373,Bicep Down Machine,Machine
2490,Single arm tricep extension,Machine
1606,MAG Narrow Supine Cable Row,Machine
51,1-Arm 45 Degrees Cable Rear Delt Flye,Machine
593,Chest Supported Row (Smith Machine),Machine
463,Cable Chest Press,Machine
2073,Reverse Curl Cable,Machine
599,Chest Supported T-Bar Row,Machine
1428,Lat Pulldown,Machine
2269,Seated Dip (Machine),Machine
929,Flat Assisted Bench Press,Machine
1438,Lat Pulldown Machine,Machine
2312,Seated Row (Cable),Machine
2250,Seated Abductor Machine (15-20),Machine
3049,machine preacher curl,Machine
2366,Shrug Smith,Machine
478,Cable Lateral Raise (Lengthened-Mid Position),Machine
2537,Sled Drag Sideways,Machine
2259,Seated Cable Crunch,Machine
2960,Wide Grip Assisted Pull Up,Machine
1717,Neutral-Grip Pulldowns,Machine
1420,Lat Machine,Machine
1444,Lat-Focused Cable Row,Machine
260,Banded Tricep Pushdown,Machine
510,Cable Woodchoppers,Machine
2707,Straight-Arm Pushdown,Machine
2113,Reverse Pec Deck,Machine
792,Donkey Machine Calf Raise,Machine
1035,Glute Drive (Machine),Machine
2456,Single Leg Extension,Machine
2571,Smith Row,Machine
487,Cable Pushdown,Machine
1681,Monastery Tricep Extension,Machine
2425,Single Arm Pushdown (Cable),Machine
557,Chest Fly (Cable),Machine
502,Cable Tricep Push Away,Machine
2605,Split Squat (Smith Machine),Machine
1102,Hamstring Curl (TRX),Machine
1276,Incline Fly (Cable),Machine
1088,Hammer Curls - Cable And Rope,Machine
116,Ab Machine,Machine
807,Dual Cable Seated Bicep Curl,Machine
528,Calf Raise (Leg Press),Machine
2565,Smith Machine Row,Machine
482,Cable Overhead Extension,Machine
2262,Seated Cable Row (One Arm),Machine
2893,V-Bar Lat Pulldowns,Machine
496,Cable Shrugs,Machine
1623,Machine Crunch,Machine
491,Cable Reverse Flye,Machine
2649,Standing Leg Curl,Machine
2740,Supinated Chest Supported Row (Machine),Machine
2729,Sumo Squat Belt Squat,Machine
1537,Long Rope Tricep Extension,Machine
2006,RP Machine Curls,Machine
529,Calf Raise (Machine),Machine
1595,Lying Pullover (Cable),Machine
2374,Side Crunch (Cable),Machine
633,Close Grip Incline Bench Press (Smith Machine),Machine
2545,Sled Push/Pull,Machine
1689,Narrow Grip Pulldowns,Machine
2264,Seated Calf Raise (Machine),Machine
