candidate_id,exercise_name,equipment_golden
1989,Quarter Arc Runs,REVIEW_NEEDED
72,300m Row,REVIEW_NEEDED
3017,Yoke Carry,REVIEW_NEEDED
1615,Mace Work,REVIEW_NEEDED
1451,Lateral Ground Starts 10 Yards,REVIEW_NEEDED
855,Dumbell Squat Raises,REVIEW_NEEDED
2418,Single Arm Preacher Curl,REVIEW_NEEDED
652,Conditioning Circuit,REVIEW_NEEDED
1894,Pogo Hop,REVIEW_NEEDED
1403,L-Sit Hold On Parallettes,REVIEW_NEEDED
2155,Ring Triceps Extension,REVIEW_NEEDED
1012,Full-Body Mobility Routine 3 (Follow Along),REVIEW_NEEDED
2985,Wirst Forearm Curl,REVIEW_NEEDED
71,3-Way Shoulder Raise,REVIEW_NEEDED
2803,Trap 3 Raise,REVIEW_NEEDED
1300,Incline Tricep Power Bomb,REVIEW_NEEDED
213,Band Fly,REVIEW_NEEDED
456,Butterfly Stretch,REVIEW_NEEDED
611,Clamshells,REVIEW_NEEDED
1967,Pullover Press,REVIEW_NEEDED
264,Bar Skull Crusher,REVIEW_NEEDED
1177,Hight To Low Woodchoppers,REVIEW_NEEDED
189,Back Extension (Weighted),REVIEW_NEEDED
1457,Lateral Lunge,REVIEW_NEEDED
937,Flat Laying Db Curl,REVIEW_NEEDED
1325,JM-Skull Crush,REVIEW_NEEDED
2670,Stationary Bike,REVIEW_NEEDED
1003,Front Raise (Palms Up),REVIEW_NEEDED
876,Egyptian Lat Raise,REVIEW_NEEDED
2322,Seated Tibialis Raise,REVIEW_NEEDED
256,Banded Shoulder Extensions,REVIEW_NEEDED
58,1km Run,REVIEW_NEEDED
1130,Heavy Bag,REVIEW_NEEDED
1643,Max - Bench/Press,REVIEW_NEEDED
1754,One Leg Calf Raises,REVIEW_NEEDED
2041,Resistance Band Chest Fly,REVIEW_NEEDED
2036,Rear Foot Elevated Split Squat,REVIEW_NEEDED
56,120m Sprint,REVIEW_NEEDED
1043,Glute-Ham Raise,REVIEW_NEEDED
2509,Sitting French Curl,REVIEW_NEEDED
659,Cossack Squat,REVIEW_NEEDED
212,Band Face Pull,REVIEW_NEEDED
1645,Meadow Row,REVIEW_NEEDED
679,Crossover Run 10 Yards,REVIEW_NEEDED
675,Cross-Body Lat Pull-Around,REVIEW_NEEDED
2787,Tibialis,REVIEW_NEEDED
143,Air Cycling,REVIEW_NEEDED
383,Bike Erg,REVIEW_NEEDED
2766,Tempo Bulgarian Splits Squats,REVIEW_NEEDED
234,Banded Baseball Complex,REVIEW_NEEDED
2641,Standing Calf Raise,REVIEW_NEEDED
2957,Weighted Wide Grip Pullups,REVIEW_NEEDED
2958,Weighted Wrist extension,REVIEW_NEEDED
866,Dynamic Warm-up,REVIEW_NEEDED
294,Bayesian Curl,REVIEW_NEEDED
1098,Hammer Strength Chest Press,REVIEW_NEEDED
1401,Kroc Row,REVIEW_NEEDED
2413,Single Arm Overhead Ext (Dumbell),REVIEW_NEEDED
1943,Prowler Pull,REVIEW_NEEDED
1987,Quadruped T-Spine Rotations,REVIEW_NEEDED
153,Alternating Linear Pogos 10 Yards,REVIEW_NEEDED
543,Cardio (Zone 2),REVIEW_NEEDED
2321,Seated T-Spine Rotations w/ PVC,REVIEW_NEEDED
2194,Row (Band),REVIEW_NEEDED
1180,Hip Abduction (Band),REVIEW_NEEDED
2290,Seated Incline Press,REVIEW_NEEDED
927,Fire Hydrant (Band),REVIEW_NEEDED
2182,Rope Pullover,REVIEW_NEEDED
945,Flex - Triceps (Placeholder),REVIEW_NEEDED
1327,Jaegar Bands Warmup,REVIEW_NEEDED
916,Facepulls,REVIEW_NEEDED
1531,Liu Raise,REVIEW_NEEDED
2511,Sitting Hamstring Stretch,REVIEW_NEEDED
2615,Squat (Low Bar),REVIEW_NEEDED
226,Band Static Trunk Circuit,REVIEW_NEEDED
2797,Toe Touch,REVIEW_NEEDED
53,100m Row,REVIEW_NEEDED
1840,Pillar Bridge (hold),REVIEW_NEEDED
697,Curtsy Lunge Weighted,REVIEW_NEEDED
585,Chest Supported Rear Fly,REVIEW_NEEDED
452,Butt Kicks,REVIEW_NEEDED
2343,Short Foot Exercise,REVIEW_NEEDED
707,DB Reverse Lunges,REVIEW_NEEDED
432,Broomstick Twist,REVIEW_NEEDED
2611,Squat,REVIEW_NEEDED
872,Easy Curl Bent-Over Row,REVIEW_NEEDED
871,EZ Bar Upright Row,REVIEW_NEEDED
1065,Guillotine press,REVIEW_NEEDED
2711,Strength - Horizontal Push (Placeholder),REVIEW_NEEDED
66,21s (EZ Bar),REVIEW_NEEDED
915,Facepull,REVIEW_NEEDED
2114,Reverse Pecdec Fly,REVIEW_NEEDED
451,Butt Kick Run 10 Yrds,REVIEW_NEEDED
2553,Slow Eccentric Sissy Squats,REVIEW_NEEDED
1590,Lying Knee Raise,REVIEW_NEEDED
791,Donkey Kicks,REVIEW_NEEDED
983,Frog Pump,REVIEW_NEEDED
2211,Safety Bar Squat,REVIEW_NEEDED
2008,RP Military Press,REVIEW_NEEDED
2632,Stair Master,REVIEW_NEEDED
920,Fat Grip Hold,REVIEW_NEEDED
411,Bosu Ball Squats,REVIEW_NEEDED
2815,Triangle Pose,REVIEW_NEEDED
3047,inner thigh,REVIEW_NEEDED
694,Curtsy Lounge,REVIEW_NEEDED
1636,Main Hold,REVIEW_NEEDED
1466,"Lateral Pullover, Rope",REVIEW_NEEDED
100,90/90 Stretch Legs Crossed,REVIEW_NEEDED
1706,Neck Tilts,REVIEW_NEEDED
1964,Pullover (EZ Bar),REVIEW_NEEDED
2746,Swiss Bar Bench,REVIEW_NEEDED
1317,Iso-lateral High Row,REVIEW_NEEDED
1126,Hanging Shoulder Rotations,REVIEW_NEEDED
906,Ez Bar Skullcrusher,REVIEW_NEEDED
1404,L-Sit Holds,REVIEW_NEEDED
879,Elephant Walk,REVIEW_NEEDED
1824,Pec Stretch,REVIEW_NEEDED
38,(SHOULDERS) Rear Delts Fly,REVIEW_NEEDED
942,Flex - Horizontal Pull (Placeholder),REVIEW_NEEDED
1347,KOT Calf Raise,REVIEW_NEEDED
1736,One Arm  Pullup Test,REVIEW_NEEDED
1830,Penguins 🐧,REVIEW_NEEDED
972,Forearm Shit,REVIEW_NEEDED
956,Fly (Chain),REVIEW_NEEDED
1266,Incline Dumbbel Curl (Low Bench),REVIEW_NEEDED
2753,TRICEPS,REVIEW_NEEDED
245,Banded Glute Activation,REVIEW_NEEDED
3002,Wrist Roller,REVIEW_NEEDED
1158,High Incline DB Bench,REVIEW_NEEDED
2108,Reverse Lunge-Foot Evelated,REVIEW_NEEDED
2887,Upper Push Accessory 2,REVIEW_NEEDED
344,Bent Knee Standing Calf Raise,REVIEW_NEEDED
861,Dynamic Med Ball Soccer Toss,REVIEW_NEEDED
1752,One Arm Tricep Pressdown,REVIEW_NEEDED
1377,Klokov Press,REVIEW_NEEDED
1313,Is Ys Ts Ws,REVIEW_NEEDED
759,Deep Squat Hold With Rocking,REVIEW_NEEDED
202,Ball Ab Lifts,REVIEW_NEEDED
2482,Single Leg Squat With Bench,REVIEW_NEEDED
2389,Side-Lying Clamshells,REVIEW_NEEDED
986,Front / Side Raises,REVIEW_NEEDED
103,A Skip,REVIEW_NEEDED
2135,Ring Face Pull,REVIEW_NEEDED
1004,Front Shrug,REVIEW_NEEDED
2625,Squat With Chains,REVIEW_NEEDED
2341,Sheaf Throw,REVIEW_NEEDED
700,Cycling,REVIEW_NEEDED
1478,Lateral Shuffle,REVIEW_NEEDED
0,[PAD],REVIEW_NEEDED
2517,Skier Rows,REVIEW_NEEDED
1319,Isolation Work (Optional),REVIEW_NEEDED
122,Ab Wheel,REVIEW_NEEDED
2226,Sandbag Press,REVIEW_NEEDED
415,Bottom Half DB Fly,REVIEW_NEEDED
1381,Knee Raise (Captain's Chair),REVIEW_NEEDED
2646,Standing Ez-Bar Curl,REVIEW_NEEDED
2862,Underhand Pull-down biceps,REVIEW_NEEDED
1930,Press Around,REVIEW_NEEDED
1555,Low-Intensity Cardio,REVIEW_NEEDED
2891,V Bar Over Head Extension,REVIEW_NEEDED
1804,Partial Calf Raise,REVIEW_NEEDED
854,Dumbell Skullcrusher,REVIEW_NEEDED
977,Frame Carry,REVIEW_NEEDED
1021,Garhammer Raises,REVIEW_NEEDED
2925,Wall Tib Raise,REVIEW_NEEDED
946,Flexion Row,REVIEW_NEEDED
1900,Powell Raise,REVIEW_NEEDED
309,Behind The Neck Press (Seated),REVIEW_NEEDED
1120,Hanging Knee Raise,REVIEW_NEEDED
962,Forearm,REVIEW_NEEDED
211,Band Extensions,REVIEW_NEEDED
588,"Chest Supported Row (12,10,8,6,4)",REVIEW_NEEDED
2199,Rucking,REVIEW_NEEDED
1532,Load To Height,REVIEW_NEEDED
1093,Hammer Preacher Curl (Dumbell),REVIEW_NEEDED
217,Band Pull Apart,REVIEW_NEEDED
2694,Straight Arm Push down,REVIEW_NEEDED
1033,Glute Bridges With Resistance Band,REVIEW_NEEDED
2159,Roll Up,REVIEW_NEEDED
1164,High Knee Run 10 Yrds,REVIEW_NEEDED
2225,Sandbag Highpull,REVIEW_NEEDED
310,Behind The Neck Pullups,REVIEW_NEEDED
1654,Med Ball Side Slam,REVIEW_NEEDED
1424,Lat Press Down,REVIEW_NEEDED
1637,Main Hold 2,REVIEW_NEEDED
76,400m Row,REVIEW_NEEDED
1122,Hanging Lat Stretch,REVIEW_NEEDED
2790,Tibialis Raises,REVIEW_NEEDED
1157,High Incline Chest/Shoulder Press,REVIEW_NEEDED
2420,Single Arm Preacher Curls,REVIEW_NEEDED
155,Alternating Lunge with Rotation,REVIEW_NEEDED
2198,Ruck March,REVIEW_NEEDED
178,Assault Bike,REVIEW_NEEDED
1445,Lateral Alternating Bounds,REVIEW_NEEDED
2059,Rest Pause - Vertical Push (Placeholder),REVIEW_NEEDED
3005,Wrist Supination,REVIEW_NEEDED
1111,Hand Stand,REVIEW_NEEDED
1211,Hip Thrust DB,REVIEW_NEEDED
1565,Lu Raise,REVIEW_NEEDED
1765,Overhead Carry,REVIEW_NEEDED
118,Ab Roller,REVIEW_NEEDED
1387,Kneeling Band Twists,REVIEW_NEEDED
2303,Seated Overhead Extension (EZ Bar),REVIEW_NEEDED
2112,Reverse Pec Dec,REVIEW_NEEDED
2427,Single Arm Rear Delt Fly,REVIEW_NEEDED
1682,Monster Walks,REVIEW_NEEDED
3012,Yates Row,REVIEW_NEEDED
534,Calf Raise Sumo,REVIEW_NEEDED
1246,Incline Bicep Curl,REVIEW_NEEDED
2493,Single-Leg Balance(Barefoot),REVIEW_NEEDED
2279,Seated Forward Fold,REVIEW_NEEDED
49,1 Km Run,REVIEW_NEEDED
2770,Tempo Overheadpress,REVIEW_NEEDED
2050,Rest Pause - Calves (Placeholder),REVIEW_NEEDED
862,Dynamic Mobility,REVIEW_NEEDED
2908,Walk,REVIEW_NEEDED
1613,Mace Ball 360,REVIEW_NEEDED
1786,Overhead Squat,REVIEW_NEEDED
3035,Zottman Curls,REVIEW_NEEDED
2904,Vertical traction,REVIEW_NEEDED
634,Close Grip Larsen Press,REVIEW_NEEDED
2052,Rest Pause - Hamstring Isolation (Placeholder),REVIEW_NEEDED
1289,Incline Rear Delt Fly,REVIEW_NEEDED
2519,Skin The Cat,REVIEW_NEEDED
9,(BACK) Iso Row (Upper Back Focused),REVIEW_NEEDED
987,Front Carry,REVIEW_NEEDED
2882,Upper Back Row,REVIEW_NEEDED
2326,Seated Triceps Push Down,REVIEW_NEEDED
2914,Walking Lunges,REVIEW_NEEDED
1666,Medicine Ball Throw,REVIEW_NEEDED
2714,Strength - Vertical Push (Placeholder),REVIEW_NEEDED
1479,Lateral Shuffle To Ball Drop,REVIEW_NEEDED
1024,Glute Bridge (Band),REVIEW_NEEDED
1825,Pec/Trap Complex,REVIEW_NEEDED
909,FHL Calf Raise,REVIEW_NEEDED
2672,Stationary bike,REVIEW_NEEDED
1552,Low Row - Plate Loaded (Arsenal),REVIEW_NEEDED
1566,Lu Raises,REVIEW_NEEDED
1880,Plate Pin holder Hold,REVIEW_NEEDED
2058,Rest Pause - Vertical Pull (Placeholder),REVIEW_NEEDED
1941,Prone Y Lifts,REVIEW_NEEDED
1079,Half Kneeling Starts 10 Yards,REVIEW_NEEDED
1528,Line Hops,REVIEW_NEEDED
239,Banded Cuban Rotations,REVIEW_NEEDED
2998,Wrist Extension,REVIEW_NEEDED
1787,Overhead Squat Holds (Pause at Bottom),REVIEW_NEEDED
921,Fat Grip Reverse Curls(Ez Bar),REVIEW_NEEDED
2498,Single-Leg Stretch,REVIEW_NEEDED
1091,Hammer Preacher Curl,REVIEW_NEEDED
905,Ez Bar Skull Crusher,REVIEW_NEEDED
1147,Helms Row,REVIEW_NEEDED
928,Fire Hydrants,REVIEW_NEEDED
158,Anderson Squat,REVIEW_NEEDED
858,Dump The Buckets,REVIEW_NEEDED
2391,Side-Lying Hip Raise,REVIEW_NEEDED
2409,Single Arm Landline Press,REVIEW_NEEDED
709,DY Row,REVIEW_NEEDED
2344,Short-Lever Copenhagen,REVIEW_NEEDED
250,Banded Kettle Bell Swings,REVIEW_NEEDED
228,Band Twists,REVIEW_NEEDED
422,Bounds,REVIEW_NEEDED
1993,RDL / Same Movement,REVIEW_NEEDED
455,Butterfly Reverse,REVIEW_NEEDED
1842,Pillar Bridge w/ Arm Reach,REVIEW_NEEDED
2319,Seated Spinal Twist,REVIEW_NEEDED
1305,Incline dumbell skiers,REVIEW_NEEDED
2776,Terminal Knee Extensions,REVIEW_NEEDED
238,Banded Clam Shells,REVIEW_NEEDED
2916,Walking Lunges w/ Pulse,REVIEW_NEEDED
672,Cross Body Shoulder Stretch,REVIEW_NEEDED
1322,JM Press,REVIEW_NEEDED
1533,Loading,REVIEW_NEEDED
979,Free Motion Pec Fly,REVIEW_NEEDED
989,Front Carry Lunge For Time,REVIEW_NEEDED
1534,Log Press,REVIEW_NEEDED
1750,One Arm Rope Push Down,REVIEW_NEEDED
545,Carioca Quick Step 10 Yards,REVIEW_NEEDED
295,Baysian Curl,REVIEW_NEEDED
1076,Half Kneeling Lateral Starts 10 Yards,REVIEW_NEEDED
803,Dragon Flag,REVIEW_NEEDED
2358,Shr,REVIEW_NEEDED
2849,Triceps press,REVIEW_NEEDED
1245,Incline Bench Row,REVIEW_NEEDED
999,Front PullDwon,REVIEW_NEEDED
2060,Retro Walking Treadmill,REVIEW_NEEDED
1899,Posture Excercise,REVIEW_NEEDED
87,500m Row,REVIEW_NEEDED
1188,Hip Bridge March,REVIEW_NEEDED
1921,Preacher Curl - Hammer Strength,REVIEW_NEEDED
1107,Hand Gripper,REVIEW_NEEDED
2224,Sandbag High Pull (3xReps),REVIEW_NEEDED
1234,Incline Bench Ppress (Low Incline),REVIEW_NEEDED
1014,Full-Body Mobility Routine 6 (Follow Along),REVIEW_NEEDED
1101,Hamstring Curl,REVIEW_NEEDED
2472,Single Leg Quad Extension,REVIEW_NEEDED
2414,Single Arm Overhead Exte,REVIEW_NEEDED
68,250m Row,REVIEW_NEEDED
208,Band Chest Flyes,REVIEW_NEEDED
2886,Upper Push Accessory 1,REVIEW_NEEDED
2184,Rotary Torso,REVIEW_NEEDED
1663,Medicine Ball Punch,REVIEW_NEEDED
127,Abrazo Del Oso,REVIEW_NEEDED
161,Any Back,REVIEW_NEEDED
1588,Lying Incline Death Curls,REVIEW_NEEDED
2230,Sandbag Shoulder Squat,REVIEW_NEEDED
2727,Sumo SLDL,REVIEW_NEEDED
1640,Marching In Place,REVIEW_NEEDED
63,200m Row,REVIEW_NEEDED
1986,Quadriceps Sets,REVIEW_NEEDED
1938,Pronation Curl,REVIEW_NEEDED
2077,Reverse Fly,REVIEW_NEEDED
2228,Sandbag Row (3xReps),REVIEW_NEEDED
1074,Half Kneeling High Band Row,REVIEW_NEEDED
1309,Inverse Zottman Curl,REVIEW_NEEDED
2676,Step-Up (Weighted),REVIEW_NEEDED
793,Doorway Stretch,REVIEW_NEEDED
1161,High Incline Press,REVIEW_NEEDED
1817,Paused Calf Raise Of Choice,REVIEW_NEEDED
184,B Stance rdl,REVIEW_NEEDED
1697,Neck Curl&Extension,REVIEW_NEEDED
1314,Iso Bench (UTD),REVIEW_NEEDED
1449,Lateral Bound with Stick,REVIEW_NEEDED
1524,Light Leg Exercise (Swap Out For Something Thatll Pump Whatever Is Sore In Your Leg),REVIEW_NEEDED
1463,Lateral Power Shuffles 10 Yards,REVIEW_NEEDED
1297,"Incline Treadmill Walk (5–10 Incline, 3.0 Speed)",REVIEW_NEEDED
1259,Incline Chestfly,REVIEW_NEEDED
1581,Lying Chest Pass Med Ball Throw,REVIEW_NEEDED
880,Elevated Bulgarian Split Squat,REVIEW_NEEDED
1844,Pin Press Squat,REVIEW_NEEDED
2843,Triceps Diverging Pressdown (Long Rope),REVIEW_NEEDED
242,Banded External Rotation,REVIEW_NEEDED
715,Deadbug,REVIEW_NEEDED
1461,Lateral Neck,REVIEW_NEEDED
1192,Hip Extension,REVIEW_NEEDED
1755,One Leg Hip Thrust,REVIEW_NEEDED
2336,Select Your Squat Accessory (Swap This Out For A Listed Exercise),REVIEW_NEEDED
140,Agachamento Hack Sentado,REVIEW_NEEDED
3053,shrug,REVIEW_NEEDED
852,Dumbell Push Jerk,REVIEW_NEEDED
2928,Warrior Post 1,REVIEW_NEEDED
2589,Speed Bench,REVIEW_NEEDED
665,Couch Touches,REVIEW_NEEDED
2450,Single Leg Calf Raise (Weighted),REVIEW_NEEDED
2652,Standing March (Bands),REVIEW_NEEDED
2901,Vatsat,REVIEW_NEEDED
2333,Select Your Extension (Swap This Out For A Listed Exercise),REVIEW_NEEDED
70,3 Count Pause Bench,REVIEW_NEEDED
2660,Standing Shoulder Press,REVIEW_NEEDED
2858,Two Phase Pull,REVIEW_NEEDED
2907,Waiter Curl,REVIEW_NEEDED
304,Behind The Back Holds,REVIEW_NEEDED
2053,Rest Pause - Horizontal Pull (Placeholder),REVIEW_NEEDED
1081,Hammer Bar Curl,REVIEW_NEEDED
2768,Tempo OHP,REVIEW_NEEDED
884,Elevated Heel Squat Holds,REVIEW_NEEDED
2513,Skater Hop,REVIEW_NEEDED
796,Double Leg Multi-Directional Pogo,REVIEW_NEEDED
2883,Upper Back Rows,REVIEW_NEEDED
1248,Incline Buffalo Bench,REVIEW_NEEDED
319,Behind-the-Neck Push Press,REVIEW_NEEDED
1127,Hanging Toes To Bar,REVIEW_NEEDED
780,Dinnie Lift,REVIEW_NEEDED
1143,Heel Walks 20 Yards,REVIEW_NEEDED
2933,Weight Over Bar,REVIEW_NEEDED
216,Band Pistons,REVIEW_NEEDED
2047,Rest,REVIEW_NEEDED
2094,Reverse Grip Push Down,REVIEW_NEEDED
1308,Internal/eternal Rotation,REVIEW_NEEDED
2203,Russian Twist,REVIEW_NEEDED
1878,Plate Front Raises,REVIEW_NEEDED
2492,Single-Arm Rainbow Curls,REVIEW_NEEDED
2010,RP Overhead Triceps Extension,REVIEW_NEEDED
917,Farmer's Walk (Weighted),REVIEW_NEEDED
996,Front Lever Hold,REVIEW_NEEDED
1969,Push Accessories,REVIEW_NEEDED
40,(SHOULDERS) Seated Iso Shoulder Press,REVIEW_NEEDED
2251,Seated Alternating Lateral,REVIEW_NEEDED
1,[MASK],REVIEW_NEEDED
1856,Planche Progression Hold,REVIEW_NEEDED
77,400m Sprint,REVIEW_NEEDED
2872,Unilateral Preacher Curl,REVIEW_NEEDED
1722,Oblique Accessory 1,REVIEW_NEEDED
997,"Front Loaded Squats (Sandbag, Odd Object)",REVIEW_NEEDED
3045,fire hydrant,REVIEW_NEEDED
1725,Oblique Heel Touch,REVIEW_NEEDED
661,Cossack Squats,REVIEW_NEEDED
2237,Sauna,REVIEW_NEEDED
1885,Plate pinch,REVIEW_NEEDED
1985,Quad/Hip Flexor Stretch - 1/2 Kneeling,REVIEW_NEEDED
1612,MTS Row,REVIEW_NEEDED
2689,Straight Arm Chest Raise,REVIEW_NEEDED
2032,Rear Delt Neck Supported,REVIEW_NEEDED
61,2 Handed Anyhow,REVIEW_NEEDED
2503,Sissy Squat (Weighted),REVIEW_NEEDED
81,45 Degree Incline DB Press,REVIEW_NEEDED
2701,Straight Leg Calf Raise,REVIEW_NEEDED
199,Bag Throw,REVIEW_NEEDED
2984,Windshield Wipers,REVIEW_NEEDED
306,Behind The Back Shrug,REVIEW_NEEDED
64,200m Sprint,REVIEW_NEEDED
2497,Single-Leg Stand,REVIEW_NEEDED
124,Ab Wheel [Weighted],REVIEW_NEEDED
1447,Lateral Banded Walk,REVIEW_NEEDED
2965,Wide Grip Incline Benchpress,REVIEW_NEEDED
1597,Lying Reverse Fly,REVIEW_NEEDED
2696,Straight Back Kickbacks,REVIEW_NEEDED
2349,Shoulder Press,REVIEW_NEEDED
2316,Seated Shoulder Press (Behind Neck),REVIEW_NEEDED
97,90/90 Hip Rotations,REVIEW_NEEDED
2197,Rubber Band Vertical Pull-A-Parts,REVIEW_NEEDED
1798,Pallof Hold,REVIEW_NEEDED
2771,Tempo Press,REVIEW_NEEDED
2243,Scarecrows,REVIEW_NEEDED
15,(BICEPS) Single Arm Hammer Preacher Curl,REVIEW_NEEDED
974,Forearms Curls,REVIEW_NEEDED
658,Core Work (You Choose),REVIEW_NEEDED
112,ATG Lunge,REVIEW_NEEDED
1261,Incline Curl,REVIEW_NEEDED
2157,Rising,REVIEW_NEEDED
2045,Resisted Alternating Knee To Chest,REVIEW_NEEDED
587,Chest Supported Row,REVIEW_NEEDED
2253,Seated Anterior Delt Press (AD),REVIEW_NEEDED
2,[UNK],REVIEW_NEEDED
2608,Split stance KB Windmill,REVIEW_NEEDED
425,Box Shuffle,REVIEW_NEEDED
107,ACB Reverse Close Grip Bench,REVIEW_NEEDED
220,Band Resisted Sprints 20 Yards,REVIEW_NEEDED
2983,Windmill,REVIEW_NEEDED
867,Dynamic Warmup,REVIEW_NEEDED
1296,Incline Treadmill,REVIEW_NEEDED
138,Adduction,REVIEW_NEEDED
705,DB Hip Hugger,REVIEW_NEEDED
1968,Punching Bag,REVIEW_NEEDED
922,Fear Press,REVIEW_NEEDED
1197,Hip Flexor Raise,REVIEW_NEEDED
1819,Paused Incline Press,REVIEW_NEEDED
1695,Neck Curl,REVIEW_NEEDED
1458,Lateral Lunge (Weighted),REVIEW_NEEDED
74,3in Board Press,REVIEW_NEEDED
2128,Rhino Row - Single Arm,REVIEW_NEEDED
911,Face Pull,REVIEW_NEEDED
3023,Z-Sit Shoulder Press,REVIEW_NEEDED
2982,Williams Extensions,REVIEW_NEEDED
1962,Pullover,REVIEW_NEEDED
632,Close Grip Incline Bench,REVIEW_NEEDED
200,Bajan Curl,REVIEW_NEEDED
2675,Step downs,REVIEW_NEEDED
1235,Incline Bench Preacher Curl,REVIEW_NEEDED
1850,Piriformis Stretch,REVIEW_NEEDED
2848,Triceps Rope Above Head,REVIEW_NEEDED
1275,Incline Fly,REVIEW_NEEDED
1831,Peterson Step Ups,REVIEW_NEEDED
2691,Straight Arm Pull Down,REVIEW_NEEDED
201,Balance Board,REVIEW_NEEDED
957,Fly Into Press,REVIEW_NEEDED
902,External Rotations,REVIEW_NEEDED
1827,Pelvic Tilts,REVIEW_NEEDED
1841,Pillar Bridge w/ Arm Lift,REVIEW_NEEDED
1348,Kas Glute Bridge,REVIEW_NEEDED
2944,Weighted Hanging Oblique Knee Raise,REVIEW_NEEDED
2690,Straight Arm Lat Pull Down (12-15),REVIEW_NEEDED
1175,High-To-Low Neutral-Grip Lat Row,REVIEW_NEEDED
1726,Oblique QL Side Raise,REVIEW_NEEDED
2534,Slant board calf stretch,REVIEW_NEEDED
1890,Plyo Wall Reverse Throws,REVIEW_NEEDED
1855,Planche Progression,REVIEW_NEEDED
2975,Wide Neutral Pullups,REVIEW_NEEDED
1165,High Knees,REVIEW_NEEDED
240,Banded Deadbug,REVIEW_NEEDED
2236,Sandbag-To-Shoulder,REVIEW_NEEDED
1142,Heel Taps,REVIEW_NEEDED
1166,High Pull,REVIEW_NEEDED
1492,Leg Circles,REVIEW_NEEDED
2231,Sandbag Shoulder Toss,REVIEW_NEEDED
1227,In And Out,REVIEW_NEEDED
1100,Hammer Strength Preacher Curl,REVIEW_NEEDED
3008,Y Raise,REVIEW_NEEDED
197,Backwards Walk,REVIEW_NEEDED
1349,Katana Extension,REVIEW_NEEDED
690,Curl And Hold,REVIEW_NEEDED
1813,Pause Press(Bench),REVIEW_NEEDED
2979,Wide Stance Rdl,REVIEW_NEEDED
1759,Opposite Grip Pullups (Chins If Your Primary Is Pullups And Vice Versa),REVIEW_NEEDED
800,Downward Dog,REVIEW_NEEDED
2699,Straight Bar Wrist Curl,REVIEW_NEEDED
160,Anterior Tibialis Raises,REVIEW_NEEDED
1839,Pike Pushup (Feet Elevated),REVIEW_NEEDED
2778,Thoracic Extension Stretch,REVIEW_NEEDED
2003,RP Incline Hammer Strength Press,REVIEW_NEEDED
1440,Lat Pullover,REVIEW_NEEDED
92,8 Minute Core Routine,REVIEW_NEEDED
2345,Shoulder Banded Rotations,REVIEW_NEEDED
2930,Warrior Post 3,REVIEW_NEEDED
2152,Ring Row (Weighted),REVIEW_NEEDED
1029,Glute Bridge - 2 Up 1 Down,REVIEW_NEEDED
2989,Wood Chopper,REVIEW_NEEDED
457,C Drill,REVIEW_NEEDED
376,Biceps Pull-Down,REVIEW_NEEDED
2049,Rest Pause - Biceps (Placeholder),REVIEW_NEEDED
1397,Kneeling Med Ball Soccer Toss,REVIEW_NEEDED
384,Bike Ride,REVIEW_NEEDED
2648,Standing Knee Drive,REVIEW_NEEDED
1386,Knee-to-wall ankle rocks,REVIEW_NEEDED
1834,Pigeon Stretch Altered,REVIEW_NEEDED
2793,Titan's Telegraph,REVIEW_NEEDED
1220,Hyperextension,REVIEW_NEEDED
2479,Single Leg Seated Hamstring Curl,REVIEW_NEEDED
2679,Stick Dislocates,REVIEW_NEEDED
1486,Lateral walks  (banded),REVIEW_NEEDED
2977,Wide Row,REVIEW_NEEDED
1103,Hamstring Lean,REVIEW_NEEDED
394,Block Press,REVIEW_NEEDED
1801,Pallof Press Walkouts,REVIEW_NEEDED
2505,Sissy Squats (Full ROM),REVIEW_NEEDED
2764,Tech Drills,REVIEW_NEEDED
666,Crab Walk,REVIEW_NEEDED
703,DANCER AB ROUTINE 6 MINUTES,REVIEW_NEEDED
84,45-degree Side Bend,REVIEW_NEEDED
351,Bent Over Row,REVIEW_NEEDED
1230,Inchworm Walkout,REVIEW_NEEDED
142,Air Bike,REVIEW_NEEDED
860,Dynamic Med Ball Side Slam,REVIEW_NEEDED
2481,Single Leg Squat (On Plates),REVIEW_NEEDED
609,Chinese Lateral Elevations,REVIEW_NEEDED
2227,Sandbag Row,REVIEW_NEEDED
251,Banded Knee Extensions,REVIEW_NEEDED
19,(CARDIO) SKI ERG,REVIEW_NEEDED
252,Banded Overhead Squat,REVIEW_NEEDED
2466,Single Leg Lateral Line Hops,REVIEW_NEEDED
1283,Incline Hybrid DB Fly,REVIEW_NEEDED
1562,Lower Body Twist,REVIEW_NEEDED
768,Deficit Reverse Lunge,REVIEW_NEEDED
1769,Overhead Extension (EZ Bar),REVIEW_NEEDED
1482,Lateral Shuffles 10 Yards,REVIEW_NEEDED
971,Forearm Roller,REVIEW_NEEDED
2991,World's Greatest Stretch,REVIEW_NEEDED
2256,Seated Biceps Curl,REVIEW_NEEDED
1775,Overhead Plate Circle,REVIEW_NEEDED
2153,Ring Sissy Squat,REVIEW_NEEDED
209,Band Curls,REVIEW_NEEDED
1311,Inverted Row,REVIEW_NEEDED
1506,Leg Pres (Low Pad),REVIEW_NEEDED
3056,tire with hammer,REVIEW_NEEDED
129,Abs Circut,REVIEW_NEEDED
1854,Plancha Bing Chilling,REVIEW_NEEDED
